"指标名称","肿瘤类型","年","国家的名字","区域","性别","区域","数字","置信下限","置信上限","评论",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","不丹","东南亚区域","总计","","37.57517","23.11606","52.64855","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","不丹","东南亚区域","男性","","38.63448","23.52369","54.64302","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","不丹","东南亚区域","女性","","36.20126","22.6014","49.90018","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","布基纳法索","非洲区域","总计","","72.05328","53.3246","84.51167","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","布基纳法索","非洲区域","男性","","76.14236","56.68952","87.69466","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","布基纳法索","非洲区域","女性","","67.60494","50.22645","80.4629","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","布隆迪","非洲区域","总计","","71.06422","53.59054","82.69469","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","布隆迪","非洲区域","男性","","74.77601","58.31134","85.29033","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","布隆迪","非洲区域","女性","","67.09823","48.84545","79.77063","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","朝鲜民主主义人民共和国","东南亚区域","总计","","41.81345","29.55074","53.30941","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","朝鲜民主主义人民共和国","东南亚区域","男性","","53.79229","40.64581","64.74796","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","朝鲜民主主义人民共和国","东南亚区域","女性","","31.23852","20.76388","42.17921","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","赤道几内亚","非洲区域","总计","","68.74093","48.02001","81.67854","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","赤道几内亚","非洲区域","男性","","68.02792","47.96348","80.80645","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","赤道几内亚","非洲区域","女性","","69.42876","48.07693","82.48159","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","总计","","20.68043","18.4579","23.02484","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","男性","","24.32903","22.00743","26.81895","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","女性","","17.0889","14.98175","19.26433","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","大韩民国","西太平洋区域","总计","","28.44618","21.50521","36.15891","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","大韩民国","西太平洋区域","男性","","37.3672","29.17675","45.96163","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","大韩民国","西太平洋区域","女性","","18.25871","13.28646","24.11353","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","丹麦","欧洲区域","总计","","21.39092","16.5078","26.60757","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","丹麦","欧洲区域","男性","","25.40307","19.96227","31.12124","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","丹麦","欧洲区域","女性","","17.35896","13.10575","21.96911","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","德国","欧洲区域","总计","","23.76277","19.06227","28.82189","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","德国","欧洲区域","男性","","26.90831","21.91688","32.184","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","德国","欧洲区域","女性","","19.79237","15.5093","24.51744","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","东帝汶","东南亚区域","总计","","48.68435","29.8517","62.98638","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","东帝汶","东南亚区域","男性","","53.02535","32.29847","67.59711","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","东帝汶","东南亚区域","女性","","44.20705","27.57886","57.76796","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","多哥","非洲区域","总计","","69.81692","53.54987","81.03129","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","多哥","非洲区域","男性","","71.8617","55.69253","82.53397","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","多哥","非洲区域","女性","","67.28044","51.02326","79.11442","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","多米尼加","美洲区域","总计","","43.04623","29.71551","55.58472","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","多米尼加","美洲区域","男性","","46.25152","32.397","58.85075","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","多米尼加","美洲区域","女性","","39.43544","26.81334","51.75666","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","俄罗斯联邦","欧洲区域","总计","","40.16776","33.85382","46.20642","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","俄罗斯联邦","欧洲区域","男性","","56.66581","49.96368","62.45328","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","俄罗斯联邦","欧洲区域","女性","","25.71697","20.82896","30.93608","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","厄瓜多尔","美洲区域","总计","","38.33808","27.51233","49.02747","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","厄瓜多尔","美洲区域","男性","","40.23573","28.95645","51.20178","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","厄瓜多尔","美洲区域","女性","","36.34784","26.03171","46.68834","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","厄立特里亚","非洲区域","总计","","55.79961","38.58407","69.4517","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","厄立特里亚","非洲区域","男性","","61.35951","43.97281","74.08323","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","厄立特里亚","非洲区域","女性","","49.90808","33.34365","64.22598","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","法国","欧洲区域","总计","","22.10101","17.27302","27.58878","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","法国","欧洲区域","男性","","29.09107","23.32924","35.31617","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","法国","欧洲区域","女性","","15.26605","11.55642","19.74335","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","菲律宾","西太平洋区域","总计","","52.26103","42.76885","60.40218","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","菲律宾","西太平洋区域","男性","","59.9488","50.44134","67.50673","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","菲律宾","西太平洋区域","女性","","43.57072","34.65186","51.97796","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","斐济","西太平洋区域","总计","","63.9272","52.97859","72.52756","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","斐济","西太平洋区域","男性","","66.47632","56.209","74.55545","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","斐济","西太平洋区域","女性","","60.85854","49.10783","70.068","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","芬兰","欧洲区域","总计","","19.58306","15.17415","24.36862","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","芬兰","欧洲区域","男性","","26.03498","20.75954","31.53827","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","芬兰","欧洲区域","女性","","13.46125","10.03128","17.34916","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","佛得角","非洲区域","总计","","43.82111","31.3391","55.67801","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","佛得角","非洲区域","男性","","55.09346","41.76486","66.32191","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","佛得角","非洲区域","女性","","32.25074","21.816","43.53697","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","冈比亚","非洲区域","总计","","65.59104","47.29785","79.25498","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","冈比亚","非洲区域","男性","","67.10121","48.75185","80.29482","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","冈比亚","非洲区域","女性","","63.86892","45.69816","78.0524","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","刚果","非洲区域","总计","","63.15462","46.04662","75.57989","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","刚果","非洲区域","男性","","68.79196","52.4429","80.02658","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","刚果","非洲区域","女性","","58.01793","40.63875","71.24347","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","刚果民主共和国","非洲区域","总计","","61.75752","42.35755","76.49729","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","刚果民主共和国","非洲区域","男性","","66.23569","46.90274","79.997","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","刚果民主共和国","非洲区域","女性","","56.69235","37.65107","72.20963","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哥伦比亚","美洲区域","总计","","33.62528","24.2657","43.3959","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哥伦比亚","美洲区域","男性","","34.66025","24.90935","44.71828","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哥伦比亚","美洲区域","女性","","32.61301","23.645","42.08199","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哥斯达黎加","美洲区域","总计","","37.48492","27.14541","47.65501","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哥斯达黎加","美洲区域","男性","","40.65935","29.86536","50.91812","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哥斯达黎加","美洲区域","女性","","33.85877","24.12991","43.82772","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","格林纳达","美洲区域","总计","","41.52358","32.93055","49.86964","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","格林纳达","美洲区域","男性","","45.95811","37.12174","54.3355","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","格林纳达","美洲区域","女性","","36.50339","28.32754","44.65457","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","格鲁吉亚","欧洲区域","总计","","32.62549","25.31012","39.82562","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","格鲁吉亚","欧洲区域","男性","","44.70024","36.24605","52.33473","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","格鲁吉亚","欧洲区域","女性","","20.39017","15.05393","26.19159","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","古巴","美洲区域","总计","","33.38987","25.26668","41.48095","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","古巴","美洲区域","男性","","36.93257","28.51545","45.21903","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","古巴","美洲区域","女性","","29.17238","21.48413","36.91799","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","圭亚那","美洲区域","总计","","51.67478","40.53318","61.47886","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","圭亚那","美洲区域","男性","","54.76584","43.40997","64.43386","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","圭亚那","美洲区域","女性","","48.19644","37.40661","58.05453","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哈萨克斯坦","欧洲区域","总计","","46.81289","37.56845","55.10253","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哈萨克斯坦","欧洲区域","男性","","59.69762","50.2009","67.32515","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","哈萨克斯坦","欧洲区域","女性","","34.117","26.29954","42.03234","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","海地","美洲区域","总计","","56.89786","38.1092","71.32338","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","海地","美洲区域","男性","","58.89205","40.36036","72.98086","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","海地","美洲区域","女性","","55.29804","36.33636","69.96406","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","荷兰王国","欧洲区域","总计","","22.01835","17.4547","27.01165","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","荷兰王国","欧洲区域","男性","","25.53467","20.55268","30.97235","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","荷兰王国","欧洲区域","女性","","18.63764","14.52176","23.13059","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","黑山","欧洲区域","总计","","31.63063","24.09764","39.48836","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","黑山","欧洲区域","男性","","39.42552","30.85329","47.85424","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","黑山","欧洲区域","女性","","23.33517","17.30397","30.0523","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","洪都拉斯","美洲区域","总计","","42.73032","26.67692","57.49254","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","洪都拉斯","美洲区域","男性","","42.66919","27.06393","57.35303","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","洪都拉斯","美洲区域","女性","","42.77936","26.36288","57.60402","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","基里巴斯","西太平洋区域","总计","","72.39384","59.44315","81.19637","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","基里巴斯","西太平洋区域","男性","","80.80923","70.15292","87.40303","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","基里巴斯","西太平洋区域","女性","","63.38569","49.2203","74.01249","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","吉布提","东地中海区域","总计","","59.65961","41.10222","73.66359","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","吉布提","东地中海区域","男性","","62.03833","43.89873","75.49827","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","吉布提","东地中海区域","女性","","56.8964","37.9372","71.47868","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","吉尔吉斯斯坦","欧洲区域","总计","","53.7375","45.19314","61.45013","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","吉尔吉斯斯坦","欧洲区域","男性","","64.63066","56.526","71.2318","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","吉尔吉斯斯坦","欧洲区域","女性","","42.23821","34.08636","50.59053","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","几内亚","非洲区域","总计","","68.09956","50.97125","79.82698","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","几内亚","非洲区域","男性","","70.19357","52.76513","81.6078","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","几内亚","非洲区域","女性","","66.47064","49.64891","78.37934","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","几内亚比绍","非洲区域","总计","","69.68006","52.63939","82.08399","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","几内亚比绍","非洲区域","男性","","74.58309","58.30035","85.48318","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","几内亚比绍","非洲区域","女性","","64.92994","47.64933","78.55885","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加拿大","美洲区域","总计","","26.03781","20.76567","31.87394","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加拿大","美洲区域","男性","","30.55248","24.84752","36.78899","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加拿大","美洲区域","女性","","21.41827","16.67299","26.72142","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加纳","非洲区域","总计","","66.3591","50.96419","77.36122","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加纳","非洲区域","男性","","69.33443","54.02334","79.78859","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加纳","非洲区域","女性","","62.84398","47.56218","74.35855","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加蓬","非洲区域","总计","","54.52916","37.28118","68.32307","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加蓬","非洲区域","男性","","60.88228","44.32268","73.24013","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","加蓬","非洲区域","女性","","46.45073","28.93249","61.80375","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","柬埔寨","西太平洋区域","总计","","59.51865","44.90829","71.00701","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","柬埔寨","西太平洋区域","男性","","63.67217","49.35936","74.38368","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","柬埔寨","西太平洋区域","女性","","55.15389","40.45291","67.34253","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","捷克","欧洲区域","总计","","25.9445","19.7182","32.63059","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","捷克","欧洲区域","男性","","33.67633","26.40554","41.06786","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","捷克","欧洲区域","女性","","18.08153","13.22605","23.62781","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","津巴布韦","非洲区域","总计","","62.06367","45.41264","74.41469","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","津巴布韦","非洲区域","男性","","69.37102","53.83376","80.08617","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","津巴布韦","非洲区域","女性","","56.25971","39.24937","69.59917","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","喀麦隆","非洲区域","总计","","70.35903","52.33595","81.93892","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","喀麦隆","非洲区域","男性","","72.72628","55.49058","83.53116","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","喀麦隆","非洲区域","女性","","67.82224","49.05639","80.20018","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卡塔尔","东地中海区域","总计","","56.59548","42.7798","68.18239","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卡塔尔","东地中海区域","男性","","69.98238","57.01291","79.42767","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卡塔尔","东地中海区域","女性","","34.81347","23.90086","46.11155","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科摩罗","非洲区域","总计","","64.85231","46.57236","77.50852","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科摩罗","非洲区域","男性","","68.25868","50.06011","80.30989","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科摩罗","非洲区域","女性","","61.50814","43.37057","74.58076","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科特迪瓦","非洲区域","总计","","69.04693","51.93551","80.46506","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科特迪瓦","非洲区域","男性","","70.2684","53.64919","81.1153","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科特迪瓦","非洲区域","女性","","67.26966","49.46608","79.53365","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科威特","东地中海区域","总计","","75.13246","67.5649","81.18299","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科威特","东地中海区域","男性","","78.42776","71.87898","83.60877","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","科威特","东地中海区域","女性","","65.81517","55.34048","74.43149","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","克罗地亚","欧洲区域","总计","","24.82337","18.2629","32.10006","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","克罗地亚","欧洲区域","男性","","34.52494","26.42528","42.83479","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","克罗地亚","欧洲区域","女性","","15.77103","11.11014","21.39346","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","肯尼亚","非洲区域","总计","","71.11657","60.05971","79.66334","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","肯尼亚","非洲区域","男性","","74.68281","65.13452","81.93704","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","肯尼亚","非洲区域","女性","","67.49626","54.86508","77.41546","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","拉脱维亚","欧洲区域","总计","","26.94807","19.58359","34.80956","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","拉脱维亚","欧洲区域","男性","","41.12406","31.84852","49.85689","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","拉脱维亚","欧洲区域","女性","","15.97416","10.88445","22.13532","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","莱索托","非洲区域","总计","","65.4733","47.47681","77.46049","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","莱索托","非洲区域","男性","","74.2124","58.89604","83.65085","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","莱索托","非洲区域","女性","","57.61101","38.05845","71.56853","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","老挝人民民主共和国","西太平洋区域","总计","","60.15293","44.84205","71.91179","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","老挝人民民主共和国","西太平洋区域","男性","","65.10999","49.9774","75.95821","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","老挝人民民主共和国","西太平洋区域","女性","","54.4497","39.35546","67.02006","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","黎巴嫩","东地中海区域","总计","","41.95872","30.43878","52.40018","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","黎巴嫩","东地中海区域","男性","","46.78414","35.47109","56.77804","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","黎巴嫩","东地中海区域","女性","","35.73898","24.12258","46.63007","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","立陶宛","欧洲区域","总计","","25.47028","19.09901","32.25231","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","立陶宛","欧洲区域","男性","","38.50432","30.35012","46.34743","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","立陶宛","欧洲区域","女性","","15.06812","10.76978","20.12687","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","利比里亚","非洲区域","总计","","60.51832","41.99085","74.91191","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","利比里亚","非洲区域","男性","","62.8194","43.22196","77.26976","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","利比里亚","非洲区域","女性","","58.64093","41.05341","72.84598","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","利比亚","东地中海区域","总计","","53.99388","39.79988","66.20066","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","利比亚","东地中海区域","男性","","56.92361","42.45413","69.21841","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","利比亚","东地中海区域","女性","","51.08617","37.27102","63.03303","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卢森堡","欧洲区域","总计","","23.36208","17.86116","29.66714","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卢森堡","欧洲区域","男性","","29.68703","23.31362","36.74215","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卢森堡","欧洲区域","女性","","17.20559","12.73208","22.50221","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卢旺达","非洲区域","总计","","64.58736","46.48266","77.36698","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卢旺达","非洲区域","男性","","69.88268","52.53217","81.29456","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","卢旺达","非洲区域","女性","","59.19637","40.81469","73.12697","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","罗马尼亚","欧洲区域","总计","","31.12002","24.12495","38.2367","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","罗马尼亚","欧洲区域","男性","","41.08027","32.98856","48.75972","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","罗马尼亚","欧洲区域","女性","","20.87444","15.57106","26.70751","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马达加斯加","非洲区域","总计","","63.90886","47.35524","76.05084","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马达加斯加","非洲区域","男性","","65.81244","49.19473","77.71874","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马达加斯加","非洲区域","女性","","62.07803","45.64896","74.38851","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马尔代夫","东南亚区域","总计","","35.66644","25.09318","46.57403","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马尔代夫","东南亚区域","男性","","38.23748","27.51774","49.13744","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马尔代夫","东南亚区域","女性","","31.98139","21.68371","42.82369","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马耳他","欧洲区域","总计","","21.86327","16.75818","27.70951","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马耳他","欧洲区域","男性","","27.10656","21.44827","33.42342","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马耳他","欧洲区域","女性","","16.64774","12.19785","21.87699","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马拉维","非洲区域","总计","","65.82163","49.46464","77.50777","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马拉维","非洲区域","男性","","71.68998","56.78741","81.67762","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马拉维","非洲区域","女性","","59.27177","41.81505","72.68494","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马来西亚","西太平洋区域","总计","","48.36006","36.5934","59.10574","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马来西亚","西太平洋区域","男性","","52.61015","40.99625","62.92235","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马来西亚","西太平洋区域","女性","","42.96454","31.1763","54.1247","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马里","非洲区域","总计","","68.31892","49.08401","81.22075","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马里","非洲区域","男性","","69.94131","49.63031","82.66022","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","马里","非洲区域","女性","","66.92597","48.64943","79.92002","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","毛里求斯","非洲区域","总计","","47.0079","37.65841","55.70387","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","毛里求斯","非洲区域","男性","","54.91013","45.32775","63.24313","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","毛里求斯","非洲区域","女性","","37.89196","29.35934","46.51643","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","毛里塔尼亚","非洲区域","总计","","58.97668","39.84883","73.62415","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","毛里塔尼亚","非洲区域","男性","","64.35496","43.84804","78.55184","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","毛里塔尼亚","非洲区域","女性","","54.99015","37.22435","69.51249","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","美利坚合众国","美洲区域","总计","","31.70952","28.49504","35.02328","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","美利坚合众国","美洲区域","男性","","37.43821","34.07657","40.98614","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","美利坚合众国","美洲区域","女性","","25.97058","22.97386","28.94507","",
